,listing_id,user_id,shop_id,title,description,state,creation_timestamp,created_timestamp,ending_timestamp,original_creation_timestamp,last_modified_timestamp,updated_timestamp,state_timestamp,quantity,shop_section_id,featured_rank,url,num_favorers,non_taxable,is_taxable,is_customizable,is_personalizable,personalization_is_required,personalization_char_count_max,personalization_instructions,listing_type,tags,materials,shipping_profile_id,processing_min,processing_max,who_made,when_made,is_supply,item_weight,item_weight_unit,item_length,item_width,item_height,item_dimensions_unit,is_private,style,file_data,has_variations,should_auto_renew,language,taxonomy_id,production_partners,skus,price.amount,price.divisor,price.currency_code
0,730573124,10819725,8184900,"Converse Rhinestone Shoe Instant Download SVG, EPS Digital Transfer Template","Converse Rhinestone SVG Template

This design can also be found in the Converse BUNDLE in my shop here:

https://www.etsy.com/listing/931879522/converse-rhinestone-shoe-bundle-instant

PLEASE READ IMPORTANT LISTING INFORMATION BELOW PRIOR TO PURCHASING.  THERE ARE NO REFUNDS ON DIGITAL ITEMS.

Studio 874 Design’s digital downloads are the perfect way to grow your design base and offer your clients on trend, as well as beautiful and classic designs.  This rhinestone instant download template includes the following formats: SVG, EPS, DXF, PLT, PNG and PDF, ensuring it is compatible with a wide variety of cutting software and machines, including the Silhouette and Cricut software.

PLEASE SEE LISTING PHOTO FOR DESIGN SIZE, STONE COUNT, AND STONE SIZE INFORMATION.

WHAT YOU WILL RECEIVE

You will receive a zip file containing SVG, EPS, DXF, PLT, PNG AND PDF files.  Designs will be separated by color and stone size.  All files are delivered in &quot;Zip&quot; folders.  Please make certain you have the knowledge and ability to unzip or extract files from zipped folders.

PLEASE READ!!

ATTENTION Cricut/Brother Users:  Your software has limitations regarding numbers of objects, size, etc.  Please follow the directions below:
Directions for Cricut/Brother Users:
1.	Download the “Cricut” folder and unzip/extract contents.
2.	Upload the files one at a time into your software.
3.	DO NOT DELETE THE BOX.
4.	Select the entire thing, including the box – Make sure you are 	selecting both.  Resize to the measurements listed below the box.  PLEASE NOTE: You are only resizing the design and the box, NOT the measurements.
5.	Delete the measurements.
6.	Once you have resized, you can either keep or delete the boxes based on your preference – I prefer to cut with the boxes.
7.	Cut
8.	Repeat for each “layer” included. 

ATTENTION Silhouette Cameo users:  In order to use the SVG files included, you will need to have the upgraded Silhouette software (Designer Edition or higher).  There is a DXF file included that will work with the basic software; however, please be certain that you know how to work with DXF files within the basic software prior to purchasing.  There is some manipulating that you will need to do.  

I strongly suggest that if you are not familiar with cutting rhinestone templates that you visit YouTube and search for how to videos.  

I do offer ready to press rhinestone transfers and/or pre-cut flock templates for most of my digital designs. If you are interested in a rhinestone transfer or flock template mailed to you, please convo me.

Check out the rest of my designs here:
www.etsy.com/shop/studio874designs.com

----------------------------------------------------------------------------------------------

DELIVERY

**PLEASE NOTE: This design will be delivered as an INSTANT DOWNLOAD FILE, which will be available in your Etsy account after you finalize your purchase. You will NOT receive a physical item in the mail.  

Once your purchase is confirmed, you will receive an email from ETSY.  Please note that the email will not come from me.  Sellers have no access or control over when the email is sent.  This is completely controlled by Etsy, as are the downloads. You can also access your files within your account under &quot;Purchases and Reviews.&quot;  Please read listing carefully as there are NO REFUNDS on digital downloads.  All sales are final.

----------------------------------------------------------------------------------------------

DESIGN INFORMATION:

Design dimensions (size) and stone count and stone size are listed on the listing photo.

----------------------------------------------------------------------------------------------

IMPORTANT INFO

By purchasing this file you are aware that you must have the software and equipment needed to use the file, as well as the knowledge of how to use the software and equipment.

----------------------------------------------------------------------------------------------

TERMS OF USE

You may use Studio 874 Designs digital files to:
- Create physical products for personal or business use
- Create physical product to sell

You MAY NOT use Studio 874 Designs digital files to:
- Share, sell, or distribute the digital file in part or in whole in any way
- Sell design as a template
- Make transfers to sell (design must be on a finished product)

If you have any questions, please convo me and I will be happy to assist you.  There are no refunds or returns.  Please ask all questions prior to purchase.  There are NO REFUNDS on digital downloads.",active,1655295942,1655295942,1665836742,1571020217,1655295942,1655295942,1598150612,79,27167222.0,-1,https://www.etsy.com/listing/730573124/converse-rhinestone-shoe-instant,346,False,True,True,True,True,3.0,Please type YES in the space below to note that you understand you are purchasing a digital item. No physical product will be mailed to you.  Also that you understand if you are using a Cricut or Brother machine you will use the files titled Cricut Layers.,download,"['sticky flock', 'Instant Download', 'Rhinestone File', 'Digital Template', 'Transfer Template', 'Shoe SVG', 'Converse SVG', 'Cricut SVG', 'Rhinestone SVG', 'Rhinestone Cut File', 'Rhinestone Converse', 'Rhinestone Instant', 'Download SVG']","['SVG', 'EPS', 'PDF', 'DXF', 'PLT', 'PNG']",,,,i_did,2020_2022,True,,,,,,,False,['trendy bling'],"2 ZIP, 1 JPG",False,True,en-US,6598,[],[],500,100,USD
1,1203945080,9797697,5867238,"Self Inking Stamp, Address Stamp, Wedding Address Stamp, Calligraphy Script Stamp, Custom Address Stamp, Home Address Stamp, Self Ink Stamp","Self Inking Stamp - Casual Calligraphy font.  Perfect stamps your thank you notes, wedding stationery or business.  

Stamps for your every need - return address stamps, business stamps, teacher stamps, custom stamps, self inking stamp, wood mounted stamps with or without handle and cling stamps.

If you would like mounted with a traditional wood handle, European mount, or pre-inked you can go to this listing:  https://etsy.me/3MwBnXB

DETAILS
Styles:  Self inking stamp 
Size is approx. 2 1/2 x 1 &quot; inches. Style # 20489
Proof included with every order.
Fast proof sent in 0-24 hours.
Every order receives a tracking number with shipment.
Ships from United States.

Replacement ink pads can even be used for a different color, just clean off the stamp die with plain water and a micro fiber or lint free cloth.  Paper towel might cause lint to be on the stamp and distort the stamping.


If you want a Refill Ink Bottle you can purchase this listing: https://etsy.me/3wf1P1d 

The Cosco 2000 plus self inking stamp last thousands of impressions so this will take your stamp to the next level.  It only takes a few drops of ink to reink so this will last forever.

If you would like the stamp mounted with a traditional handle, euro mount or pre inked you can go to this listing:

https://etsy.me/3MwBnXB

If you have any questions just contact us.

If you need a specific font just ask so we can check and see if we have it. ***Don&#39;t forget we have over a 1,000 fonts available******

Copyright © My Clear Stamps, LLC. All Rights Reserved",active,1655295934,1655295934,1665836734,1650347965,1655295934,1655295934,1650347965,12,37732328.0,-1,https://www.etsy.com/listing/1203945080/self-inking-stamp-address-stamp-wedding,5,False,True,True,True,True,1024.0,"Enter your name and address or custom information here:  Free Proof within 24 hours.

Examples
Ann & James Miller		
5922 W Benalex Dr		
Toledo, OH 43612		

Ann Miller
5922 W Benalex Dr
Toledo, OH 43612

The Miller Family
5922 W Benalex Dr
Toledo, OH 43612",physical,"['Self Inking Stamp', 'Address Stamp', 'Wedding Stamp', 'Calligraphy', 'Script Stamp', 'Custom Address Stamp', 'Home Address stamp', 'Self Ink stamp', 'Self-Ink Stamp', 'Self-Inking Stamp', 'Return Address Stamp', 'Personalized Stamp', 'refill ink']","['Self Inking Stamp', 'eco friendly']",72971205725.0,1.0,2.0,i_did,made_to_order,False,7.0,oz,12.0,7.0,3.0,in,False,[],,True,False,en-US,6365,[],[],3195,100,USD
2,1208040341,85342010,34368123,American Firefighter - Sublimation Transfer - Ready To Press - 20 oz 30 oz Skinny Tumbler Wrap- NOT DIGITAL,"❤❤❤NOT A DIGITAL DOWNLOAD❤❤❤

READY TO PRESS Sublimation Transfer Only!!

This is NOT a digital product and you will NOT receive a tumbler.
You will receive a sublimation transfer that is ready to press onto a tumbler. This is for the straight style, NOT tapered!

I use high quality inks and paper, so you&#39;ll receive transfers that press beautifully!

PLEASE MEASURE YOUR TUMBLER PRIOR TO ORDERING CUSTOM SIZING AVAILABLE

❤Print Sizes Available❤

15oz straight - 9.407” W x 6.607&quot; H

20oz Skinny Straight - 9.75&quot; W x 8.29&quot; H
OR
20oz Skinny Straight 9.3&quot; W x 8.2&quot; H

20oz Thick/Fatty - 10.93&quot; W x 7.75&quot;

30oz Skinny Straight - 10.25&quot; W x 9.75&quot;H
OR
30oz Skinny Straight 10&quot; W x9.5&quot; H

30oz Thick/Fatty - 11&quot; W x 9&quot; H

Images will not be Trimmed

❤❤❤ADDITIONAL TEMPLATES AVAILABLE❤❤❤
❤❤❤MESSAGE ME FOR CUSTOM SIZE PRINTS❤❤❤

Transfer must be used on a tumbler that is sold specifically for dye sublimation.",active,1655295932,1655295932,1665836732,1648894707,1655295932,1655295932,1648894707,4717,37243151.0,-1,https://www.etsy.com/listing/1208040341/american-firefighter-sublimation,2,False,True,False,True,False,256.0,Enter Custom Size,physical,"['sublimation transfer', 'heat press', 'heat transfer', 'sublimation', 'ready to press', 'tumbler transfer', 'skinny tumbler', 'image transfer', 'sublimation wrap', '20oz skinny', 'transfer for tumbler', 'ready to print', 'tumbler design']",[],169396459527.0,3.0,5.0,i_did,made_to_order,True,,,,,,,False,[],,True,False,en-US,126,[],[],250,100,USD
3,1005276238,435810594,28568564,"READY TO PRESS, Heat Transfer, Sublimation Design, Fourth of July  sublimation image ,Fourth of July","&gt;THIS LISTING IS FOR SUBLIMATION TRANSFER ONLY – READ FULL DETAILS BEFORE ORDERING&lt;&lt;

Our transfers come ready to heat press and will not have water-markings. BRKreationsBoutique takes pride in using only the highest quality sublimation printer inks and paper. They have been tested and proven to provide the best quality prints onto sublimation materials when applied properly. This is a great alternative to using vinyl! No more weeding or buying vinyl! HEAT PRESS IS REQUIRED - CANNOT USE IRON.

📌Sublimation can be done on LIGHT colored fabric, containing at least 65% polyester. The higher the polyester count, the better!

📌 TO ORDER
•Choose Transfer Size
-Youth 7” - 8”
-Adult 8.5” - 11”

**ASK FOR BULK ORDER PRICES**

These measurements are an estimate and might vary slightly. This measurement will be for the widest part of the image. If you have any questions or want to order a custom size, or design, message us!

📌DISCLAIMER
Please do your research on sublimation prior to ordering as we are not responsible for any pressing errors. If done correctly, you image will be bold and vibrant. If your image is faded or washes out, you did not follow instructions. Colors may vary slightly from monitor. This listing is for SUBLIMATION transfers only. (NOT SCREEN PRINTS)

📌RETURNS/EXCHANGES
Due to the nature of the product, we do not allow returns or exchanges. If there is an issue with your order, please contact us within 5 days of receiving your order! It is your responsibility to look over prints before pressing.

📌Most transfers ship SAME or NEXT day! We are not responsible for shipping delays.

Have question? Message us! We are happy to help.The initial print coming out of the printer and to you may be dull and looks faded.

It is important to note that this is perfectly fine and in fact shows us that we are on the right track. 

The reason for this dull or faded looking print coming out of your printer is that sublimation ink is only activated at 392 degrees Farenhieht , and when placed under sufficient pressure. In other words, the correct colour will only appear on the final sublimated product – after you have completed the sublimation process carefully.

CHANGES/CUSTOMS
I am not able to make changes or edits to any designs. All designs are sold as-is and should remain that way. There should be no editing of the files to change colors, add or remove items, or change the text. Also, I am not able to do custom orders at this time.",active,1655295928,1655295928,1665836728,1621014337,1655295928,1655295928,1654513239,92,33699967.0,-1,https://www.etsy.com/listing/1005276238/ready-to-press-heat-transfer-sublimation,66,False,True,False,False,False,,,physical,"['Ready to Press', 'Sublimation Transfer', 'Printed Transfer', 'Sublimation Paper', 'Sublimate', 'Fourth of July']",[],141817522580.0,1.0,2.0,i_did,made_to_order,False,5.0,oz,12.0,9.0,0.5,in,False,[],,True,True,en-US,6414,[],[],400,100,USD
4,967843027,118243705,15553744,Mint to be wraparound Tic tac label Editable template Wedding gold foliage Party favor sticker Digital Download Templett #swc10,"~ MATCHING ITEMS ~

Please check out what other items we offer
with this design using this link here:
https://etsy.me/3wb4cAt


This listing is an editable template. 
Its editing is available to you in the BROWSER of your computer 
using the TEMPLETT web-application.

TEMPLETT is a great template editor that allows you to quickly and
easily edit our work so that it best suits your celebration. 
 
TEMPLETT is easy to use and free. 
Does not require additional SOFTWARE downloads, 
does not require purchased FONTS and IMAGES for this  listing. 

We have already done everything for you! 
You simply improve our manual work and edit text fields! 
As a result, you will receive a high-resolution digital file, 
completely ready for printing in a print shop or at home.

If you are already familiar with TEMPLETT and you have your own account, 
then you know how easy and fascinatingly it is!

If you&#39;re new, don&#39;t worry, it&#39;s simply! 
Within a few minutes after purchasing this listing, 
you will already be editing this template! 

The TEMPLETT app has a good Help Center, 
and in the Customer Help section you will find detailed instructions and examples.


~  FREE DEMO  ~

TRY IT BEFORE YOU BUY IT
Copy and paste this address into your computer&#39;s WEB-browser:
https://templett.com/design/demo/ScarlettWeddingsCo/6207996

*Only for a stationary computer or laptop, not available for mobile devices


~ SPECIFICATIONS ~

Finished size:
• 1,44&quot; x 3,75&quot;

File format:
• PDF or JPEG
• With or without bleed and crop marks
• Multiple templates on US Letter or A4


~ HOW IT WORKS ~

1. After purchasing this listing, you will receive an email from TEMPLETT 
at the email address associated with your Etsy account. 
The message will contain a link to access the templates of this list. Follow this link.
! Important: before buying, check the validity of your email address and password. 
You may have changed it, but you haven’t made a change to your Etsy account.

2. The TEMPLETT application will prompt you to create an account. 
If you do not have it, create one. Here you will edit your templates and print files.

3. Edit your templates, periodically saving the result you like. 
You can continue editing the template at any time.
! Recommended: TEMPLETT only stores the last saved copy of each template. 
To compare and choose the best option, save the results under different names.

4. When you are ready to print, upload your template in PDF or JPEG format, 
and for publication on the Internet - in PNG format.

5. Print at home or at a print shop.


~ WHAT YOU CAN EDIT ~

• All text fields can be edited: by text, font style, font color and size, and text placement,
• All images and text fields can be edited by size and location in the template,
• You can change and add images and backgrounds, upload your own photos,
• You can add new pages (for example, for the back side).

!Important: some text fields and images in the template may be blocked for editing, 
to preserve our product style.
Try it all before buying in demo mode!


~ IMPORTANT ~ 
(restrictions, reminders, recommendations)

- it is a digital purchase: no physical item will be mailed,
- the size and orientation of the template page is not editable,
- the validity of your template will expire after 180 days from the date of purchase,
- the templates for this listing are for personal use only.
   You cannot forward, share, sell or distribute them,
- Templett.com does not support editing for mobile devices and tablets,
- colors may vary depending on the monitor, printer and paper,
- due to the digital nature of the product, a refund is not possible,
- use heavy cardboard for best results,
- carefully read the TEMPLETT instructions.


~ ADDITION AND PROSPECTS ~

Often our customers use the same style in printed materials for one holiday 
(cards, invitations, congratulations, wishes, programs ...).
Go to our store and select the necessary:
https://www.etsy.com/shop/ScarlettWeddingsCo
Perhaps you will pick up something for other events or projects!
We will be glad!


~ STORE POLICY AND DISCLAIMER ~

- All purchases are final. 
Please try the demo (link above) to make sure this template is right for you.
- All computer monitors are different from each other, 
and the color of the prints may be slightly different from what you see on the screen 
of your computer. But the print will be perfect.
- All templates are for personal use only and may not be resold, transferred or 
used for commercial purposes without our written consent.

© &quot;ScarlettWeddingsCo&quot; All rights reserved.


~ WHAT IS NECESSARY ~

To read a PDF, use Adobe Reader to open, view, and print listings. 
It is FREE, and if you do not already have it, you can get it here: 
https://get.adobe.com/uk/reader/

Templett PDFs are vector files, so the quality is very high and 
the text will always be perfectly clear.
You will need to print these files at home or in a print shop or 
using an online printing service.


[id:6207996]",active,1655295903,1655295903,1665836703,1614014409,1655295903,1655295903,1652199444,880,23408016.0,-1,https://www.etsy.com/listing/967843027/mint-to-be-wraparound-tic-tac-label,139,False,True,False,False,False,,,download,"['Label templett', 'Bridal shower favor', 'Printable label', 'Wedding gold foliage', 'Tic tac label', 'Mint to be label', 'Bridal mint label', 'mint label template', 'Wedding mint sticker', 'Wedding favor label', 'Editable label', 'Mint wraparound', 'DIY calligraphy']",[],,,,i_did,2020_2022,False,,,,,,,False,[],1 PDF,False,False,en-US,1349,[],[],780,100,USD
5,1061468360,353002629,24767281,Geldgeschenk Hochzeit Poster Auto Just Married Personalisierbar Hochzeitsposter Hochzeitsgeschenk (OHNE RAHMEN),"Zum DEL MÀ Shop geht&#39;s hier: https://www.etsy.com/shop/DelMaDE/

Dieses wunderschöne und personalisierbare Hochzeitsposter und Geldgeschenk Poster mit den Namen des Brautpaares und Datum des Hochzeitsdatum ist eine tolle Geschenkidee für die nächste Hochzeitsfeier. Das perfekte Hochzeitsgeschenk für die Braut und dem Bräutigam. 

=&gt; FÜR DIE OPTIMALE PRÄSENTATION DER GELDSCHEINE EMPFEHLE ICH DIE GRÖßE DIN A3! &lt;=

♥ Digitaldruck auf 250g/m² seidenmattem Fotopapier
♥ Brillanter Farbdruck
♥ 100% made in Germany
♥ Zufrieden oder Geld zurück
♥ Kostenloser & versicherter Versand mit DHL

Der abgebildete Rahmen sowie die abgebildete Deko & Geldscheine dienen lediglich als Beispiel und sind nicht im Lieferumfang enthalten!",active,1655295898,1655295898,1665836698,1630161880,1655295967,1655295967,1655281445,33,36791504.0,0,https://www.etsy.com/listing/1061468360/geldgeschenk-hochzeit-poster-auto-just,2571,False,True,False,True,True,256.0,Gib hier die Namen und das Datum ein:,physical,"['Hochzeitsposter', 'Hochzeitsgeschenk', 'Hochzeit', 'Geldgeschenk Hochzeit', 'hochzeitsgeschenk geld', 'Hochzeit Poster', 'geld geschenk hochzeit', 'Hochzeitsfeier', 'bild hochzeit personalisiert', 'poster zur hochzeit', 'Geldgeschenk', 'brautpaar geschenk', 'Auto']",[],106326468249.0,2.0,4.0,i_did,made_to_order,False,,,,,,,False,[],,True,True,de,1027,[],[],799,100,EUR
6,633281413,161013368,18050406,"Numbers 0-9 Stencil 10Pack, Individual Number Stencils, Reusable Stencils, 1001","stencil 0-9

stencil film BOPET non-adhesive
white translucent, reusable, flexible
lasercut
For airbrushing, spraying, paint rollers, dabbing, working with sponge, stamping, impression

Suitable for commercial colors, ink, chalk, spray etc.
When stenciling use very little paint
Use cleaning agents according to the colors used

manufacture and shipping by mostencils",active,1655295851,1655295851,1665836651,1533205454,1655295851,1655295851,1638874686,4,27297078.0,-1,https://www.etsy.com/listing/633281413/numbers-0-9-stencil-10pack-individual,7,False,True,False,False,False,,,physical,"['numbers', 'numbers stencils', 'craft supplies', 'graphic', 'zero to nine stencil', 'number stencil', 'single numbers', 'numbers bundle', 'paint numbers', 'typography', 'lettering stencils', 'reusable numbers', 'calligraphy']","['350micron mylar', 'lasercut']",174355313681.0,1.0,3.0,i_did,2020_2022,True,,,,,,,False,[],,True,True,en-US,6842,[],[],999,100,EUR
7,1022728540,151250556,17617056,"Blue Dedication Invitation, EDITABLE Template, Printable Watercolor Photo Boy First Communion Invite, Modern Christening, Calligraphy Script","Mathing items: https://www.etsy.com/shop/VeluPrint?ref=seller-platform-mcnav&search_query=VP80
Blue Dedication Invitation, Editable Template, Printable Watercolor Photo Boy First Communion Invite

Try out the menu DEMO now! Copy and paste the URL below to demo: https://www.corjl.com/d/5H0C08

Purchase, edit, and print within minutes! This instant download file is editable directly in your browser or on a mobile device using Corjl.com. No need to download any software, fonts, or wait for proofs. Get access to your file immediately and create your perfect invitation!

******
WHAT&#39;S INCLUDED

- Editable Invitation Template: 5&quot; x 7&quot;
- Back Design 5&quot; x 7&quot;- add additional text, photos, & more!
- Simple instructions from Corjl

♡ Download more detailed instructions: follow Etsy account &gt; You&gt; Purchases and Reviews.

******
HOW IT WORKS IN 3 EASY STEPS

1. After purchasing the listing, you will receive an email shortly (usually immediately) from &#39;Corjl&#39; with a link to access and edit your file. You can also go directly to Corjl.com and enter your Etsy email address and Order number (not transaction number).
2. Edit your file and save (you can save and come back to Corjl.com anytime to edit your files - link expires after 180 days)
3. Download your files and print, email or post!

******
WHAT YOU CAN / CAN’T DO
-------
YOU CAN
- Edit all texts (font style, size, and color)
- Text boxes can be repositioned, resized and rotated
- Change, delete or add background
- Upload your own image
- Add new pages or add a backside

YOU CANNOT
- Change size and orientation

******
PRINT OPTIONS
• Your home printer for a less expensive DIY option
• Copy & print center at Office Depot or Staples
• Photo center at Costco, Walmart or Walgreens
• Local print shop or online printer such as https://printsoflove.com/ref/velu-print/

IMPORTANT
Colors may vary from one computer monitor to another, quality and brands of paper, printers and ink you&#39;re printing with may vary the printing result, we do not take responsibility for the results of these variations. I suggest you print a proof before printing all your templates.

Due to the nature of the product no refunds can be offered.

******
All Rights Reserve
Please remember:
- All prints are for personal use ONLY. Not to be used for ANY commercial purposes.
- You cannot share or resell any files.
- Not to be used in ANY promotional materials.",active,1655295847,1655295847,1665836647,1623781837,1655295847,1655295847,1646680182,139,25983540.0,-1,https://www.etsy.com/listing/1022728540/blue-dedication-invitation-editable,88,False,True,True,False,False,,,download,"['instant download', 'editable template', 'calligraphy font', 'VP80', 'simple modern card', 'blue boy baptism', 'simple blue card', 'watercolor theme', 'boy confirmation', 'photo modern invite', 'baby boy invite', 'Neutral Dedication', 'script christening']",['Edit with CORJL'],,,,i_did,2020_2022,False,,,,,,,False,[],"1 JPG, 1 PDF",False,False,en-US,1294,[],[],930,100,USD
8,1024338454,326519431,24555351,"14 Procreate Lettering Brushes, Calligraphy Brushes, Procreate Brush Lettering and Glitter Brushes","Introducing the ULTIMATE Lettering Brush Bundle for Procreate!

 This brushpack has 14 brushes for lettering and calligraphy on your iPad. You&#39;ll find all sorts of brushes inside: Glitter, Calligraphy, and Lettering Brushes. 

If you&#39;re just getting started on Procreate or new to purchasing brushes online, this is a great starter pack -- you&#39;ll get a few fun brushes to play with (who doesn&#39;t want a glitter brush??) and even more beginner-friendly brushes for lettering.

These brushes are all easy to use. There will be a brush for all types of letterers -- if you letter fast, there will be brushes to accommodate a faster stroke. If you prefer slower, more steady Lettering, then you will likewise find brushes to fit that style. 

AFTER PURCHASE, YOU WILL RECEIVE: 
- 3 .brushset files, ready to be imported to procreate


If you&#39;d like to explore similar products to this one, I recommend my Farmhouse brushset here -&gt; https://etsy.me/2NAj5LJ
It is my shop&#39;s bestseller and has 6 fantastic brushes, with lettering worksheets included to match each brush. Check it out! :)

Trouble finding your files? Here are detailed instructions: https://etsy.me/3a2w9B0",active,1655295824,1655295824,1665836624,1624033755,1655295824,1655295824,1654352799,334,35422444.0,-1,https://www.etsy.com/listing/1024338454/14-procreate-lettering-brushes,791,False,True,False,False,False,,,download,"['tilley', 'glitter', 'lettering', 'brush and barley', 'procreate lettering', 'texture brushes', 'procreate brushes', 'lettering brushes', 'calligraphy brushes', 'Brush lettering', 'procreate', 'calligraphy', 'procreate fonts']","['Procreate texture', 'Glitter']",,,,i_did,2020_2022,True,,,,,,,False,[],"1 PDF, 4 other files",False,True,en-US,77,[],[],990,100,USD
9,1009229226,38230727,8647915,"half sheets 320gsm smooth Khadi Black Cotton Rag Indian handmade paper, 56 x 37 cm, 22 x 15 inches","Black Cotton Rag handmade paper from India 
56 x 37 cm / 22 x 14.5 inches approx
320 gsm with a smooth surface 
These are 1/2 sheets,  with 3 deckle edges & 1 side torn against a ruler.

The cotton raw material is sourced from T-shirt cuttings.  Internally sized with neutral pH size.  Acid free.

Suitable for drawing in ink, calligraphy, printmaking, collage etc etc. 
For crafts, bookbinding, scrapbooking, collage etc

*NB: Colours may appear slightly differently on different screens, also the colour of handmade papers may vary slightly between batches.
***********************************************

I will combine shipping & refund any overcharges: there are so many postal permutations with different combinations of papers, so you are welcome to contact me first for an accurate price when ordering several items :-)

Full sheets&gt; http://etsy.me/2dKXBFn
small pieces&gt; http://etsy.me/2dLCYO4
more cotton rag&gt; http://etsy.me/2fM3PET
back to the shop&gt;&gt; http://www.etsy.com/uk/shop/tornedgepaper",active,1655295821,1655295821,1665836621,1621609834,1655295821,1655295821,1655295810,4,20546687.0,-1,https://www.etsy.com/listing/1009229226/half-sheets-320gsm-smooth-khadi-black,5,False,True,True,False,False,,,physical,"['indian paper', 'handmade paper', 'scrapbooking paper', 'collage materials', 'natural colour paper', 'cotton rag paper', 'calligraphy paper', 'watercolour paper', 'black artists paper', 'black art paper', 'black khadi paper', 'paper for oils', 'acid free paper']",[],56825961366.0,1.0,3.0,someone_else,2020_2022,True,,,,,,,False,[],,True,False,en-US,6338,[],[],220,100,GBP
